day,S,I,R,D,beta,gamma,mu,R0
24,98700.30155204532,770.7952174167716,483.26736170628527,16.028022111720105,0.15,0.06,0.003,2.380952380952381
25,98577.95310741237,866.8960621022885,532.8819374589041,31.09853509493363,0.15,0.06,0.003,2.380952380952381
26,98444.94075073657,893.4243545273293,586.8908399741347,17.389534753754823,0.15,0.06,0.003,2.380952380952381
27,98300.38045635732,1036.4833792424954,645.6715298327729,48.86784561787137,0.15,0.06,0.003,2.380952380952381
28,98143.32329280897,1087.8719576100525,709.6317163033758,46.16168014488944,0.15,0.06,0.003,2.380952380952381
29,97972.75219697856,1197.5703528695838,779.2113831559453,34.71207859549387,0.15,0.06,0.003,2.380952380952381
30,97787.57893054814,1291.0583814152676,854.8848740041841,27.23142702664819,0.05,0.06,0.003,0.7936507936507937
31,97723.7662164659,1369.4155079793056,933.218180034703,58.92052643585018,0.05,0.06,0.003,0.7936507936507937
32,97660.89011851826,1277.603111638969,1010.4517986371834,49.48540599151516,0.05,0.06,0.003,0.7936507936507937
33,97598.93826518221,1218.412928095832,1086.5987735446768,65.53864248718972,0.05,0.06,0.003,0.7936507936507937
34,97537.89841197165,1274.790180133544,1161.6720674345588,43.645703983139015,0.05,0.06,0.003,0.7936507936507937
35,97477.7584337969,1176.6181150700647,1235.6845609269267,56.35675303378753,0.05,0.06,0.003,0.7936507936507937
36,97418.50632539218,1215.6505371705832,1308.649050141839,65.47993538192704,0.05,0.06,0.003,0.7936507936507937
37,97360.1302012448,1112.9658873048684,1380.5782440395803,69.45433199587906,0.05,0.06,0.003,0.7936507936507937
38,97302.61829634229,1120.934053173424,1451.4847625321702,68.49879452799026,0.05,0.06,0.003,0.7936507936507937
39,97245.95896661867,1164.3557894087892,1521.3811343127986,81.70910228799593,0.05,0.06,0.003,0.7936507936507937
40,97190.1406881678,1169.1934225660723,1590.2797969013698,69.84644785305274,0.05,0.06,0.003,0.7936507936507937
41,97135.15205565888,1130.504599867391,1658.1930986480672,81.62037682160555,0.05,0.06,0.003,0.7936507936507937
42,97080.98178536737,1103.0666563150157,1725.1332908476425,87.34596841764161,0.05,0.06,0.003,0.7936507936507937
43,97027.61871428716,1079.836469607014,1791.1125282263695,94.21398521910663,0.05,0.06,0.003,0.7936507936507937
44,96975.05179802082,1017.6797225749939,1856.1428714301053,99.25097559900654,0.05,0.06,0.003,0.7936507936507937
45,96923.27011199982,1032.0884293562647,1920.2362833262484,85.82792825555045,0.05,0.06,0.003,0.7936507936507937
46,96872.26285203022,1026.992965624237,1983.4046265560382,85.27848407572796,0.05,0.06,0.003,0.7936507936507937
47,96822.01933317397,1071.734893358139,2045.6596641135052,113.85263285641844,0.05,0.06,0.003,0.7936507936507937
48,96772.52898803398,1028.6608948379564,2107.0130609294465,108.35983081877102,0.05,0.06,0.003,0.7936507936507937
49,96723.7813686693,930.8275030996261,2167.4763790710904,101.59610580431948,0.05,0.06,0.003,0.7936507936507937
50,96675.766145653,998.6028123129804,2227.061077974716,125.39908228734414,0.05,0.06,0.003,0.7936507936507937
51,96628.4731066708,956.2703595043831,2285.7785155554056,115.336385486916,0.05,0.06,0.003,0.7936507936507937
52,96581.89215598081,930.5855509453065,2343.639947747533,127.86079739366683,0.05,0.06,0.003,0.7936507936507937
53,96536.0133154921,967.4241450152865,2400.656525087444,120.64422121863737,0.05,0.06,0.003,0.7936507936507937
54,96490.82672331823,970.1585142661852,2456.839293950961,141.50249848883357,0.05,0.06,0.003,0.7936507936507937
55,96446.3226321002,952.6013978203057,2512.199198326198,141.50496420583806,0.05,0.06,0.003,0.7936507936507937
56,96402.49141010412,869.3222665331718,2566.7470761939835,126.0829277106047,0.05,0.06,0.003,0.7936507936507937
57,96359.32354019482,876.9616184817086,2620.4936600275305,139.82247546401123,0.05,0.06,0.003,0.7936507936507937
58,96316.80961908617,889.1346001241369,2673.4495767572835,139.51650253911745,0.05,0.06,0.003,0.7936507936507937
59,96274.9403563146,901.6321942237051,2725.625348488403,148.67453256800422,0.05,0.06,0.003,0.7936507936507937
60,96233.70657360378,831.5100317263561,2777.031392121596,130.1139716569344,0.05,0.06,0.003,0.7936507936507937
61,96193.09920407829,830.5157877777439,2827.678019328839,147.59625052035304,0.05,0.06,0.003,0.7936507936507937
62,96153.10929124405,781.798490203834,2877.5754371040493,153.46304252892566,0.05,0.06,0.003,0.7936507936507937
63,96113.72798906366,766.01869200693,2926.7337463526596,130.41090754602888,0.05,0.06,0.003,0.7936507936507937
64,96074.94656253216,833.1814232198452,2975.162939622899,138.04347625756031,0.05,0.06,0.003,0.7936507936507937
65,96036.75638415547,842.7222688018281,3022.8729059702014,132.67794141406148,0.05,0.06,0.003,0.7936507936507937
66,95999.14893406266,774.6436150951957,3069.8734295172612,151.05413227892797,0.05,0.06,0.003,0.7936507936507937
67,95962.11579923015,805.4844110446634,3116.1741895704586,162.30621523810035,0.05,0.06,0.003,0.7936507936507937
68,95925.64867350667,768.7416132159691,3161.784759364866,171.6934174016985,0.05,0.06,0.003,0.7936507936507937
69,95889.73935589894,717.7643580451712,3206.714607826437,161.00667521532958,0.05,0.06,0.003,0.7936507936507937
70,95854.37974971998,746.3532964373237,3250.973099855419,177.2961333496336,0.05,0.06,0.003,0.7936507936507937
71,95819.56186181931,781.8061098484385,3294.569496480627,152.23134716204873,0.05,0.06,0.003,0.7936507936507937
72,95785.2778019551,708.9204818279403,3337.5129548384125,151.45113842407986,0.05,0.06,0.003,0.7936507936507937
73,95751.51978192989,761.3924896948777,3379.8125285292062,168.48762957770964,0.05,0.06,0.003,0.7936507936507937
74,95718.28011435641,585.8362653062535,3421.4771685548953,174.55165704710296,0.05,0.06,0.003,0.7936507936507937
75,95685.55121188624,711.2262023064065,3462.5157235652264,172.82972791502712,0.05,0.06,0.003,0.7936507936507937
76,95653.32558634502,672.0240899241613,3502.9369402600246,156.42569596706574,0.05,0.06,0.003,0.7936507936507937
77,95621.59584810295,646.7232415478366,3542.7494634399627,176.3304712632611,0.05,0.06,0.003,0.7936507936507937
78,95590.35470478098,652.2047561679329,3581.9618371097686,167.28582850199712,0.05,0.06,0.003,0.7936507936507937
79,95559.59496040198,560.39622107685,3620.5825049021673,187.09316009170763,0.05,0.06,0.003,0.7936507936507937
80,95529.30951446957,620.4749994643148,3658.619810629923,186.25061971880237,0.05,0.06,0.003,0.7936507936507937
81,95499.49136123157,633.7084023610763,3696.0819985276344,176.29327805402323,0.05,0.06,0.003,0.7936507936507937
82,95470.13358860873,668.5340324661008,3732.9772140875557,181.9956807305437,0.05,0.06,0.003,0.7936507936507937
83,95441.22937719311,580.5489174244497,3769.3135047884307,178.87425967678195,0.05,0.06,0.003,0.7936507936507937
84,95412.77199933803,559.9842124848982,3805.098820679321,189.68736777643778,0.05,0.06,0.003,0.7936507936507937
85,95384.75481832417,563.0959324079107,3840.341014846384,200.66607827838854,0.05,0.06,0.003,0.7936507936507937
86,95357.17128757646,610.1353765360211,3875.0478438061346,184.8264221701534,0.05,0.06,0.003,0.7936507936507937
87,95330.01494933352,578.2639127611822,3909.2269688556908,200.02560247969768,0.05,0.06,0.003,0.7936507936507937
88,95303.2794338417,535.7945782307067,3942.8859565327916,192.34269638560548,0.05,0.06,0.003,0.7936507936507937
89,95276.95845840502,568.4528449941884,3976.0322793383434,191.621972973482,0.05,0.06,0.003,0.7936507936507937
90,95251.04582642576,543.6762946788772,4008.6733164882135,199.4644819545609,0.05,0.06,0.003,0.7936507936507937
91,95225.53542649065,569.8144003109209,4040.816354598037,192.66646674479685,0.05,0.06,0.003,0.7936507936507937
92,95200.42123195935,495.79513845636205,4072.468587484127,198.61001097101172,0.05,0.06,0.003,0.7936507936507937
93,95175.69729946456,502.55950011970805,4103.637117922361,194.33480341454734,0.05,0.06,0.003,0.7936507936507937
94,95151.35776802468,492.1306064132989,4134.328958327007,224.50747383014533,0.05,0.06,0.003,0.7936507936507937
95,95127.39685824006,442.09802864927985,4164.551031293903,208.54687092211256,0.05,0.06,0.003,0.7936507936507937
96,95103.80887139791,503.84554647606245,4194.310170320913,203.37933739639587,0.05,0.06,0.003,0.7936507936507937
97,95080.5881885881,494.91503598736574,4223.613120523004,213.11829202068554,0.05,0.06,0.003,0.7936507936507937
98,95057.72926939615,477.3825575276612,4252.466540024075,211.6061713648193,0.05,0.06,0.003,0.7936507936507937
99,95035.22665096042,460.5994999647288,4280.877000787057,212.04292084799204,0.05,0.06,0.003,0.7936507936507937
100,95013.07494770171,406.80397266990127,4308.850988396863,221.00396637980515,0.05,0.06,0.003,0.7936507936507937
101,94991.26885012446,438.9246688470882,4336.394903315239,223.67914706049342,0.05,0.06,0.003,0.7936507936507937
102,94969.80312393802,434.98811269472856,4363.515061642728,213.37194642933363,0.05,0.06,0.003,0.7936507936507937
103,94948.67260918848,409.9539792440532,4390.217695874392,214.2967217185344,0.05,0.06,0.003,0.7936507936507937
104,94927.87221929028,428.4316624139187,4416.508955835056,218.33479309931212,0.05,0.06,0.003,0.7936507936507937
105,94907.3969396324,444.0256889493941,4442.39491034021,201.27533404835577,0.05,0.06,0.003,0.7936507936507937
106,94887.24182744375,495.88080973658475,4467.881546754203,209.67368306968092,0.05,0.06,0.003,0.7936507936507937
107,94867.40201074352,421.86048365393714,4492.974772095621,237.0260910932225,0.05,0.06,0.003,0.7936507936507937
108,94847.87268742282,418.72163337418107,4517.680413933015,240.77957159481468,0.05,0.06,0.003,0.7936507936507937
109,94828.64912439263,399.3100166414163,4542.004221180172,224.84513397011528,0.05,0.06,0.003,0.7936507936507937
110,94809.72665673764,320.34033659203294,4565.951864892058,233.51844561659883,0.05,0.06,0.003,0.7936507936507937
111,94791.10068667108,388.8481200663568,4589.528939391402,232.2948867973031,0.05,0.06,0.003,0.7936507936507937
112,94772.76668281798,386.2310120207883,4612.740962875833,258.5170031212101,0.05,0.06,0.003,0.7936507936507937
113,94754.72017949,475.06630070059,4635.5933780479645,241.91767036024203,0.05,0.06,0.003,0.7936507936507937
114,94736.95677577933,364.4596540716514,4658.0915530468665,231.74625522508208,0.05,0.06,0.003,0.7936507936507937
115,94719.47213474006,378.16920446285354,4680.2407822477535,225.35940650969798,0.05,0.06,0.003,0.7936507936507937
116,94702.26198257782,359.22025334839253,4702.046287057645,220.55558329417534,0.05,0.06,0.003,0.7936507936507937
117,94685.32210778768,308.89196023402474,4723.513216796976,238.0180696112267,0.05,0.06,0.003,0.7936507936507937
118,94668.6483602374,394.5498847711805,4744.646649671674,230.38340716378977,0.05,0.06,0.003,0.7936507936507937
119,94652.23665059157,373.69824149599987,4765.451593239267,225.3937539272522,0.05,0.06,0.003,0.7936507936507937
120,94636.08294944177,369.88868909274055,4785.932985325545,233.44178705375168,0.05,0.06,0.003,0.7936507936507937
121,94620.18328651808,297.54657471680747,4806.095694826196,230.51112544671446,0.05,0.06,0.003,0.7936507936507937
122,94604.53374991493,383.55598156563155,4825.944522493939,256.5746713239977,0.05,0.06,0.003,0.7936507936507937
123,94589.1304853217,267.81682801716676,4845.484201727441,250.25765545475224,0.05,0.06,0.003,0.7936507936507937
124,94573.96969520963,341.22278486883033,4864.719399461049,243.16377592112855,0.05,0.06,0.003,0.7936507936507937
125,94559.04763813101,399.5147120159795,4883.654716835405,257.58396132865505,0.05,0.06,0.003,0.7936507936507937
126,94544.360627977,269.1594719144858,4902.29468996436,245.81532184410557,0.05,0.06,0.003,0.7936507936507937
127,94529.90503322778,281.08207559234137,4920.64379072816,238.23306828109875,0.05,0.06,0.003,0.7936507936507937
128,94515.67727622307,302.61159924786574,4938.7064275361145,260.72755087223993,0.05,0.06,0.003,0.7936507936507937
129,94501.67383244091,274.15590203375143,4956.486946083119,252.7042983933797,0.05,0.06,0.003,0.7936507936507937
130,94487.89122973589,228.25566459976267,4973.989630184017,239.30698537758732,0.05,0.06,0.003,0.7936507936507937
131,94474.3260476094,287.5986961255941,4991.218702560769,247.83737578762694,0.05,0.06,0.003,0.7936507936507937
132,94460.97491659745,238.53659050282036,5008.178325434381,242.47999696613073,0.05,0.06,0.003,0.7936507936507937
133,94447.83451753556,294.7295165471938,5024.872601336567,238.722068941048,0.05,0.06,0.003,0.7936507936507937
134,94434.90158087142,235.46201908720886,5041.305573846596,260.45202372493054,0.05,0.06,0.003,0.7936507936507937
135,94422.1728859865,328.6070627212108,5057.48122831983,270.1642565489924,0.05,0.06,0.003,0.7936507936507937
136,94409.64526051268,232.38661847357116,5073.403492633673,241.00583215896847,0.05,0.06,0.003,0.7936507936507937
137,94397.31557959066,246.4510537734915,5089.076238049057,259.5516243703814,0.05,0.06,0.003,0.7936507936507937
138,94385.1807653246,287.1789676717817,5104.503279717795,249.33344986571782,0.05,0.06,0.003,0.7936507936507937
139,94373.2377861066,202.53950267519403,5119.688377438004,251.5733894710819,0.05,0.06,0.003,0.7936507936507937
140,94361.48365596274,256.12122058214305,5134.6352363770475,251.36750221798917,0.05,0.06,0.003,0.7936507936507937
141,94349.91543391853,294.8283061198071,5149.347507766702,249.64374555069378,0.05,0.06,0.003,0.7936507936507937
142,94338.53022337185,176.04436697590555,5163.828789591471,258.63081368296037,0.05,0.06,0.003,0.7936507936507937
143,94327.3251714738,242.9707232292279,5178.08262726994,251.37969203788464,0.05,0.06,0.003,0.7936507936507937
144,94316.29746851642,242.23514562490723,5192.112514330321,262.0546728200529,0.05,0.06,0.003,0.7936507936507937
145,94305.44434721913,259.17569740819494,5205.9218932930735,259.8411773369869,0.05,0.06,0.003,0.7936507936507937
146,94294.76308219071,175.9570686008214,5219.514156216431,258.8119797540949,0.05,0.06,0.003,0.7936507936507937
147,94284.25098940903,169.12796128940442,5232.892645215266,253.42644012829527,0.05,0.06,0.003,0.7936507936507937
148,94273.90542557827,238.3182256255368,5246.060653227394,257.08023914356136,0.05,0.06,0.003,0.7936507936507937
149,94263.72378754616,226.0179082953017,5259.02142466974,269.7913078897834,0.05,0.06,0.003,0.7936507936507937
150,94253.70351172725,220.80980388669164,5271.778156089644,268.1248250767699,0.05,0.06,0.003,0.7936507936507937
151,94243.84207353224,221.27244934191415,5284.333996811496,255.36471825750405,0.05,0.06,0.003,0.7936507936507937
152,94234.13698680315,177.5136302112573,5296.69204957894,265.7340787417403,0.05,0.06,0.003,0.7936507936507937
153,94224.58580330998,210.27701578578225,5308.855371102732,272.2467471673298,0.05,0.06,0.003,0.7936507936507937
154,94215.18611232533,209.50544643682488,5320.826972488467,250.9245100807215,0.05,0.06,0.003,0.7936507936507937
155,94205.93553983694,166.64744404582686,5332.609820250397,271.5507391944165,0.05,0.06,0.003,0.7936507936507937
156,94196.83174810442,265.34423261069674,5344.2068367768,261.21013536263007,0.05,0.06,0.003,0.7936507936507937
157,94187.87243514114,207.41537021906538,5355.620900920316,272.947943727793,0.05,0.06,0.003,0.7936507936507937
158,94179.05533419207,138.75758727258685,5366.854848598964,261.43125989965256,0.05,0.06,0.003,0.7936507936507937
159,94170.37821321744,208.71168173603968,5377.911473392469,252.55196219629929,0.05,0.06,0.003,0.7936507936507937
160,94161.8388743816,141.4828136615469,5388.793527134124,254.70191523019525,0.05,0.06,0.003,0.7936507936507937
161,94153.4351535565,208.13151500714596,5399.503720482468,270.41060598073057,0.05,0.06,0.003,0.7936507936507937
162,94145.16492000232,219.9874849305373,5410.044723186001,272.8540815554378,0.05,0.06,0.003,0.7936507936507937
163,94137.02607569245,139.16300586668112,5420.41916497852,262.83216876282546,0.05,0.06,0.003,0.7936507936507937
164,94129.01655481689,206.82150264643124,5430.629636165388,277.3140794816652,0.05,0.06,0.003,0.7936507936507937
165,94121.1343233551,182.43468536505281,5440.678688092252,256.988498282852,0.05,0.06,0.003,0.7936507936507937
166,94113.37737860635,195.9504884818233,5450.568833693429,271.9300743148989,0.05,0.06,0.003,0.7936507936507937
167,94105.74374872544,235.7552202693485,5460.302548035086,262.0491046075059,0.05,0.06,0.003,0.7936507936507937
168,94098.23149226389,148.71309584071312,5469.88226885337,267.59159156255345,0.05,0.06,0.003,0.7936507936507937
169,94090.83869771652,126.15519806219048,5479.310397087654,274.39472543410744,0.05,0.06,0.003,0.7936507936507937
170,94083.56348314242,118.33196231304781,5488.589297288933,266.6382292244692,0.05,0.06,0.003,0.7936507936507937
171,94076.40399575692,118.81001735137335,5497.72129808271,271.40382836220925,0.05,0.06,0.003,0.7936507936507937
172,94069.35841135123,145.55627985780086,5506.708692934058,284.4476413089277,0.05,0.06,0.003,0.7936507936507937
173,94062.42493393725,159.69995463359572,5515.553740527052,270.5538020013238,0.05,0.06,0.003,0.7936507936507937
174,94055.6017953279,154.84033123184892,5524.258665259622,283.78031242081653,0.05,0.06,0.003,0.7936507936507937
175,94048.88725472183,174.27302101025418,5532.825657734672,266.41153441481055,0.05,0.06,0.003,0.7936507936507937
176,94042.27959829352,139.91352618239588,5541.256875245662,281.860339198471,0.05,0.06,0.003,0.7936507936507937
177,94035.77713878866,194.52354402876588,5549.554442256749,290.53144869115505,0.05,0.06,0.003,0.7936507936507937
178,94029.3782151341,124.57625123022075,5557.720450862951,255.5047282772299,0.05,0.06,0.003,0.7936507936507937
179,94023.08119210563,240.16769450232925,5565.756961162517,271.0717831220571,0.05,0.06,0.003,0.7936507936507937
180,94016.88445985607,155.44491000005502,5573.66600185063,283.9088173910049,0.05,0.06,0.003,0.7936507936507937
181,94010.78643355223,94.88200157361807,5581.449570645131,277.2338571066724,0.05,0.06,0.003,0.7936507936507937
182,94004.78555300897,84.40930540596281,5589.1096347198445,282.8162907063281,0.05,0.06,0.003,0.7936507936507937
183,93998.88028231893,143.66970543172775,5596.648131146946,274.36318547986525,0.05,0.06,0.003,0.7936507936507937
184,93993.06910948748,113.84636266217424,5604.0669673337225,280.98743827676776,0.05,0.06,0.003,0.7936507936507937
185,93987.35054607283,148.8758944958814,5611.368021453783,279.1587088553693,0.05,0.06,0.003,0.7936507936507937
186,93981.72312683125,137.4623437538019,5618.553142872812,291.50218513871755,0.05,0.06,0.003,0.7936507936507937
187,93976.18540935234,114.03658439597805,5625.624152576292,283.58504532109544,0.05,0.06,0.003,0.7936507936507937
188,93970.7359737213,81.6513135594407,5632.5828435809235,284.6862098619099,0.05,0.06,0.003,0.7936507936507937
189,93965.37342218938,53.472779230215856,5639.430981339038,278.2419109334492,0.05,0.06,0.003,0.7936507936507937
190,93960.0963788301,93.81257385565956,5646.170304147403,277.89313168992084,0.05,0.06,0.003,0.7936507936507937
191,93954.90348920757,143.4334483357713,5652.802523547087,278.7232149515607,0.05,0.06,0.003,0.7936507936507937
192,93949.79342004961,116.35545094711358,5659.329324718322,286.5383186895923,0.05,0.06,0.003,0.7936507936507937
193,93944.76485892512,57.05853625392896,5665.752366870431,279.475509625567,0.05,0.06,0.003,0.7936507936507937
194,93939.81651392602,111.33744489078015,5672.0732836269135,286.22764038129407,0.05,0.06,0.003,0.7936507936507937
195,93934.94711336438,118.04288476968584,5678.293683388494,302.7079030129192,0.05,0.06,0.003,0.7936507936507937
196,93930.15540549031,66.34602805289352,5684.415149665168,292.10898668807187,0.05,0.06,0.003,0.7936507936507937
197,93925.44015813737,105.66213422322701,5690.439241525404,281.56974600689495,0.05,0.06,0.003,0.7936507936507937
198,93920.80015844153,100.30994356726093,5696.36749393061,295.6956356727307,0.05,0.06,0.003,0.7936507936507937
199,93916.23421254853,51.371253996613966,5702.201418090043,281.4148570475758,0.05,0.06,0.003,0.7936507936507937
200,93911.74114532315,109.03170602628148,5707.942501814444,266.9414511578195,0.05,0.06,0.003,0.7936507936507937
201,93907.31980006285,115.52782903687635,5713.592209864943,276.5511632716012,0.05,0.06,0.003,0.7936507936507937
202,93902.96903821538,134.64099000807272,5719.1519842973,269.01715956319833,0.05,0.06,0.003,0.7936507936507937
203,93898.68773910063,132.02376756071683,5724.623244801017,283.0481289501268,0.05,0.06,0.003,0.7936507936507937
204,93894.47479963841,34.67698397318756,5730.007389022423,286.66715199793384,0.05,0.06,0.003,0.7936507936507937
205,93890.3291340762,50.60843893279801,5735.305792906752,301.9458048053745,0.05,0.06,0.003,0.7936507936507937
206,93886.24967372268,106.5194514265076,5740.519811025218,289.9863911086336,0.05,0.06,0.003,0.7936507936507937
207,93882.23536668593,105.09696657199599,5745.650776892755,285.2985345071074,0.05,0.06,0.003,0.7936507936507937
208,93878.28517761473,103.79523551781723,5750.700003284767,295.04545337759964,0.05,0.06,0.003,0.7936507936507937
209,93874.39808744378,234.11590156378983,5755.66878254956,267.7611139063075,0.05,0.06,0.003,0.7936507936507937
210,93870.57309314256,103.35866805864227,5760.558386916528,290.16146191559926,0.05,0.06,0.003,0.7936507936507937
211,93866.80920746777,124.3431972236852,5765.370068800154,295.2488603411943,0.05,0.06,0.003,0.7936507936507937
212,93863.1054587248,115.9136423501707,5770.105061088316,275.11632359363324,0.05,0.06,0.003,0.7936507936507937
213,93859.46089053026,102.7296224057886,5774.764577431915,299.0951777805247,0.05,0.06,0.003,0.7936507936507937
214,93855.8745615629,63.3727312815481,5779.349812562717,292.03265137584975,0.05,0.06,0.003,0.7936507936507937
215,93852.34554533663,104.53601364944952,5783.861942567304,285.43257209913435,0.05,0.06,0.003,0.7936507936507937
216,93848.87292997107,42.92670743512028,5788.3021251697755,295.1450877144535,0.05,0.06,0.003,0.7936507936507937
217,93845.4558179652,62.89809107841373,5792.6715000107715,310.1952071589774,0.05,0.06,0.003,0.7936507936507937
218,93842.09332597452,51.94236306588362,5796.971188922637,291.4953990993666,0.05,0.06,0.003,0.7936507936507937
219,93838.78458459138,73.18242818333061,5801.202296200785,292.3078077871502,0.05,0.06,0.003,0.7936507936507937
220,93835.52873812852,160.13589119166542,5805.365908871311,286.10867966292477,0.05,0.06,0.003,0.7936507936507937
221,93832.32494440902,0.0,5809.4630969476975,282.77762383058916,0.05,0.06,0.003,0.7936507936507937
222,93829.17237456933,93.72664733997719,5813.49491366083,298.1936223858425,0.05,0.06,0.003,0.7936507936507937
223,93826.07021283104,1.9826961792897677,5817.4623957644935,283.12108909652545,0.05,0.06,0.003,0.7936507936507937
224,93823.01765630383,45.93268516767007,5821.366563772393,291.7163764878931,0.05,0.06,0.003,0.7936507936507937
225,93820.01391478686,106.46954632259522,5825.208422202621,286.9351259983934,0.05,0.06,0.003,0.7936507936507937
226,93817.05821057137,65.03882716810914,5828.9889598222635,295.7867175405653,0.05,0.06,0.003,0.7936507936507937
227,93814.14977824637,18.995309568814427,5832.709149888509,294.6568425534147,0.05,0.06,0.003,0.7936507936507937
228,93811.28786450726,32.30942078735509,5836.369950386266,301.213653984529,0.05,0.06,0.003,0.7936507936507937
229,93808.47172796725,86.36324207891894,5839.9723042623655,287.38030254613864,0.05,0.06,0.003,0.7936507936507937
230,93805.70063897151,29.797959313109995,5843.51713965627,289.7320790279006,0.05,0.06,0.003,0.7936507936507937
231,93802.97387940985,66.20842230316364,5847.0053701247125,283.4873439478712,0.05,0.06,0.003,0.7936507936507937
232,93800.29074254123,58.546992496320065,5850.4378948688645,288.49871981128285,0.05,0.06,0.003,0.7936507936507937
233,93797.65053281664,30.14152149628873,5853.815598955552,296.10732037706765,0.05,0.06,0.003,0.7936507936507937
234,93795.05256570301,139.51632609531345,5857.139353534109,299.71166906447473,0.05,0.06,0.003,0.7936507936507937
235,93792.49616751091,79.07746449361291,5860.410016050939,284.67008735062075,0.05,0.06,0.003,0.7936507936507937
236,93789.98067522486,0.0,5863.628430460975,301.0558978048409,0.05,0.06,0.003,0.7936507936507937
237,93787.50543633629,59.71382382852038,5866.79542743611,305.6153756645652,0.05,0.06,0.003,0.7936507936507937
238,93785.06980867893,25.4194299922457,5869.911824570608,297.2393368312573,0.05,0.06,0.003,0.7936507936507937
239,93782.67316026666,84.32266646022052,5872.978426583585,310.64372756274076,0.05,0.06,0.003,0.7936507936507937
240,93780.31486914023,18.62930742540407,5875.996025504509,286.7929668522204,0.05,0.06,0.003,0.7936507936507937
241,93777.99432320958,44.56636938145496,5878.965400870934,282.67764306914376,0.05,0.06,0.003,0.7936507936507937
242,93775.71092008981,68.22599027504808,5881.88731994209,277.98765594821936,0.05,0.06,0.003,0.7936507936507937
243,93773.4640669543,81.68390711844648,5884.76253787763,307.78514304793356,0.05,0.06,0.003,0.7936507936507937
244,93771.25318038483,0.0,5887.591797925011,300.3050174047865,0.05,0.06,0.003,0.7936507936507937
245,93769.07768622403,32.83370460958605,5890.375831604081,294.01545994159136,0.05,0.06,0.003,0.7936507936507937
246,93766.93701943016,26.55822555731642,5893.1153588889365,297.19094653124216,0.05,0.06,0.003,0.7936507936507937
247,93764.830623934,18.797972754610473,5895.811088387066,284.598999137292,0.05,0.06,0.003,0.7936507936507937
248,93762.75795249804,113.49129489926088,5898.463717515817,317.0700175720336,0.05,0.06,0.003,0.7936507936507937
249,93760.71846657692,59.1279049387595,5901.07393267573,296.22382336480814,0.05,0.06,0.003,0.7936507936507937
250,93758.71163617859,0.0,5903.642409420519,296.1727148259544,0.05,0.06,0.003,0.7936507936507937
251,93756.73693973439,77.98868203000872,5906.169812628176,301.8804698853133,0.05,0.06,0.003,0.7936507936507937
252,93754.79386396492,124.82231618099615,5908.656796666165,299.7884861083178,0.05,0.06,0.003,0.7936507936507937
